"","person_id","event_id","event_name","date"
"7655",14617,2499,"Everyting should be built top-down, except the first time.
",20170531
"7656",14617,3382,"indigestion.
",20171020
"7657",43535,4659,"I met a Quux with seven hacks.
",20170727
"7658",69064,3623,"Stop searching.  Happiness is right next to you.
",20170621
"7659",69064,4583,"Take not a single bit!
",20171023
"7660",17876,8158,"for a dial tone.
",20170831
"7661",17876,9923,"God did not create the world in 7 days; he screwed around for 6 days
",20180319
"7662",17876,6142,"A year spent in artificial intelligence is enough to make one believe
",20170216
"7663",41321,996,"Triple-Iso-Bifurcated-Krypton-Gate-MOS process...""
",20170501
"7664",41321,3634,"happens.
",20171012
"7665",87508,1794,"handicapped.
",20180323
"7666",61269,3072,"                -- Walt Kelly
",20170428
"7667",20009,8004,"It was the reader's CONS
",20170417
"7668",26043,9319,"101 blocks of crud on the disk!...
",20170715
"7669",26043,3,"        in kernel as it is in user!
",20170815
"7670",26043,4867,"God did not create the world in 7 days; he screwed around for 6 days
",20171216
"7671",31753,295,"Be different: conform.
",20180315
"7672",31753,2403,"Signs of crime: screaming or cries for help.
",20171114
"7673",76804,4754,"        it wasn't worth doing.
",20170121
"7674",96376,5715,"        If you hit two keys on the typewriter, the one you don't want
",20180123
"7675",96376,1667,"it.
",20171201
"7676",49455,5162,"                -- from the Brown Security Crime Prevention Pamphlet
",20170901
"7677",49455,1852,"Never be led astray onto the path of virtue.
",20170223
"7678",49455,7888,"Worst Vegetable of the Year: The brussels sprout.  This is also the
",20180221
"7679",59960,3362,"once.
",20180306
"7680",59960,4352,"The sun was shining on the sea,
",20170120
"7681",59960,8342,"""Why be a man when you can be a success?""
",20171204
"7682",83420,1851,"99 blocks of crud on the disk,
",20180126
"7683",18226,574,"Chicken Soup:  An ancient miracle drug containing equal parts of
",20180308
"7684",18226,1552,"Every program is a part of some other program, and rarely fits.
",20180423
"7685",18226,8997,"Save energy: be apathetic.
",20170628
"7686",60253,6878,"There was a young poet named Dan,
",20170422
"7687",60253,1396,"        Its syntax worse than JOSS;
",20170222
"7688",60253,4837,"                -- Jules de Gaultier
",20180318
"7689",82624,1390,"See how it runs!  See how it runs!
",20170528
"7690",98787,2652,"100 blocks of crud on the disk!
",20180116
"7691",98787,3384,"Velilind's Laws of Experimentation:
",20170422
"7692",98787,6845,"                -- from the Brown Security Crime Prevention Pamphlet
",20180304
"7693",24765,8979,"Silverman's Law:
",20170511
"7694",24765,9624,"Violence is the last refuge of the incompetent.
",20170104
"7695",24765,8548,"it holds the universe together...
",20170520
"7696",94937,8569,"
",20171222
"7697",58376,6505,"somehow enobled and none dare criticize it.
",20170827
"7698",58376,1811,"In case of atomic attack, the federal ruling against prayer in schools
",20170712
"7699",99595,1763,"
",20170728
"7700",99595,6702,"Computer programmers do it byte by byte
",20180211
"7701",99595,4351,"Accuracy: The vice of being right
",20171012
"7702",75883,8132,"System/3!  System/3!
",20171231
"7703",75883,7737,"Experience is that marvelous thing that enables you recognize a
",20170327
"7704",75883,1926,"        But this output can be
",20171009
"7705",27868,792,"Time flies like an arrow
",20170430
"7706",27868,9246,"Boss is reading it.
",20180307
"7707",83110,4859,"God said, ""Let Newton be,"" and all was light.
",20170717
"7708",43685,7028,"tickets.
",20170111
"7709",43685,1360,"will be temporarily canceled.
",20180415
"7710",17800,8826,"                even.
",20180409
"7711",17800,9775,"You are wise, witty, and wonderful, but you spend too much time reading
",20170603
"7712",17800,6505,"You're being followed.  Cut out the hanky-panky for a few days.
",20171114
"7713",73830,2875,"Mollison's Bureaucracy Hypothesis:
",20170811
"7714",73830,4063,"visible signs of his divine right to be blown skyhigh with a dynamite
",20180223
"7715",73830,7297,"
",20171002
"7716",72683,517,"that I can.""
",20171018
"7717",69514,4149,"Cigarette: A fire at one end, a fool at the other, and a bit of
",20180217
"7718",82809,3999,"said, ""Life is like a bowl of sour cream.""
",20180115
"7719",82809,6292,"Don't knock President Fillmore.  He kept us out of Vietnam.
",20170503
"7720",78811,1988,"but that's because it's the best book on anything for the layman.
",20180127
"7721",20118,5865,"Nooses give;
",20180413
"7722",20118,690,"versa.
",20180116
"7723",20118,7705,"University: Like a software house, except the software's free, and it's
",20170428
"7724",11211,5628,"                -- Arthur Naiman
",20171221
"7725",11211,3137,"to reform.
",20170117
"7726",71392,7466,"are 50-50 it will.
",20171023
"7727",95878,1649,"Accident: A condition in which presence of mind is good, but absence of
",20170813
"7728",95878,924,"Message will arrive in the mail.  Destroy, before the FBI sees it.
",20170329
"7729",55474,3199,"And made cider inside her inside.
",20180407
"7730",61264,5914,"Take not a single bit!
",20170701
"7731",61264,674,"Anarchy may not be the best form of government, but it's better than no
",20170803
"7732",59504,8612,"FLASH!  Intelligence of mankind decreasing.  Details at ... uh, when
",20180307
"7733",59504,1743,"Whose poetry never would scan.
",20171009
"7734",46582,6136,"I'm prepared for all emergencies but totally unprepared for everyday
",20180416
"7735",46582,6184,"        But she started absorbin'
",20180330
"7736",46582,574,"You patch a bug, and dump it again:
",20180303
"7737",16067,1994,"flag.
",20170721
"7738",16067,106,"three friends.  If they're ok, you're it.
",20171208
"7739",16067,6964,"one.
",20171225
"7740",86080,6503,"Avoid reality at all costs.
",20170820
"7741",86080,5030,"The chicken that clucks the loudest is the one most likely to show up
",20170924
"7742",86080,9469,"A: Both of them.
",20170610
"7743",66173,9145,"Death is nature's way of telling you to slow down
",20171031
"7744",66173,4652,"means the price went way up.
",20171115
"7745",30615,3999,"I think that I shall never see
",20170127
"7746",49779,7275,"                -- Jules de Gaultier
",20180218
"7747",94605,3904,"                -- Kehlog Albran
",20170913
"7748",94605,5396,"in students.
",20170320
"7749",96173,9924,"writing.
",20170205
"7750",96173,176,"They also surf who only stand on waves.
",20171026
"7751",96173,6740,"Help a swallow land at Capistrano.
",20170404
"7752",11162,8995,"DeVries' Dilemma:
",20180416
"7753",11162,1046,"Real Programmers don't write in PASCAL, or BLISS, or ADA, or any of those pinko
",20170424
"7754",11162,8109,"have poured on a waffle.
",20180203
"7755",67553,1988,"None: ""We'll document it in the manual.""
",20170304
"7756",67553,3647,"for a dial tone.
",20180428
"7757",67553,1386,"Stop searching.  Happiness is right next to you.
",20180421
"7758",91508,4507,"Kinkler's Second Law:
",20170508
"7759",91508,2110,"Bradley's Bromide:
",20180124
"7760",96692,5270,"                -- Kehlog Albran
",20171103
"7761",96692,4941,"They also surf who only stand on waves.
",20180215
"7762",37533,158,"this garbage, having passed through a very expensive machine, is
",20180324
"7763",42285,2433,"Beware of the Turing Tar-pit in which everything is possible but
",20170315
"7764",66443,9472,"        All the easy problems have been solved.
",20180213
"7765",66443,9245,"You can create your own opportunities this week.  Blackmail a senior
",20171113
"7766",66443,7351,"Rivers are damp;
",20171112
"7767",76405,5388,"computer crashes.
",20170512
"7768",76405,1978,"
",20171102
"7769",76405,9190,"Familiarity breeds attempt
",20170613
"7770",64037,8521,"Nihilism should commence with oneself.
",20170108
"7771",64037,4723,"but that's because it's the best book on anything for the layman.
",20170116
"7772",93246,8773,"a new town.
",20170228
"7773",32781,4723,"miss
",20171117
"7774",32781,6463,"                -- Lazarus Long
",20170519
"7775",85849,4193,"        There is a slight loss of parity.
",20170601
"7776",85849,2789,"Hail to the sun god
",20170910
"7777",85849,8541,"hope I don't get run over again.
",20170629
"7778",53444,3139,"to reform.
",20170426
"7779",94674,6292,"Dealing with failure is easy:  Work hard to improve.  Success is also
",20180109
"7780",94674,4143,"Tonight's the night: Sleep in a eucalyptus tree.
",20170216
"7781",68155,9325,"Take heart amid the deepening gloom that your dog is finally getting
",20180112
"7782",68155,8864,"Absent: Exposed to the attacks of friends and acquaintances; defamed;
",20180309
"7783",10309,4448,"If you think last Tuesday was a drag, wait till you see what happens
",20170604
"7784",83976,8548,"Rivers are damp;
",20180306
"7785",87118,2075,"Life is like an onion: you peel off layer after layer, then you find
",20171222
"7786",87118,3046,"Real Programmers don't write in COBOL.  COBOL is for wimpy applications
",20180223
"7787",65990,8964,"Fine day to throw a party.  Throw him as far as you can.
",20170104
"7788",65990,4448,"doing.
",20170823
"7789",68256,5255,"None.  The Universe spines the bulb, and the Zen master stays out of
",20180501
"7790",68256,8666,"""If you go on with this nuclear arms race, all you are going to do is
",20171126
"7791",35852,3640,"                -- Albert Einstein
",20170715
"7792",35852,2230,"listings or the object deck.
",20170717
"7793",35852,8729,"and last month in advance.
",20170222
"7794",48098,3218,"elsewhere.""
",20171104
"7795",48098,3351,"A baby is an alimentary canal with a loud voice at one end and no
",20170115
"7796",48098,4252,"                -- Bertold Brecht
",20180123
"7797",38385,2652,"None.  The Universe spines the bulb, and the Zen master stays out of
",20170529
"7798",38385,5714,"describe the picture.  Hardly any sets of 10K words can be adequately
",20171210
"7799",38385,5971,"A closed mouth gathers no foot.
",20180315
"7800",38441,6722,"Man is a rational animal who always loses his temper when he is called
",20170223
"7801",17413,9007,"be hard to understand.
",20170921
"7802",17413,2755,"variable.""
",20170225
"7803",84853,3896,"Never call a man a fool.  Borrow from him.
",20180102
"7804",84853,6845,"Gandhi: I think it would be a good idea.
",20171204
"7805",84853,8057,"The three laws of thermodynamics:
",20170326
"7806",62227,4044,"Xerox does it again and again and again and ...
",20170219
"7807",18083,4731,"The new Congressmen say they're going to turn the government around.  I
",20170214
"7808",18083,7504,"                   ""Register Allocation in Optimizing Compilers""
",20170309
"7809",18083,3776,"                -- Charlie McCarthy
",20170422
"7810",83407,658,"Don't knock President Fillmore.  He kept us out of Vietnam.
",20170428
"7811",83407,1675,"Beware of the Turing Tar-pit in which everything is possible but
",20170909
"7812",85098,8515,"dispel a source of error in an opponent.
",20180113
"7813",85098,85,"Beware of the Turing Tar-pit in which everything is possible but
",20171009
"7814",85098,2433,"DeVries' Dilemma:
",20170612
"7815",51707,6063,"But only what I tell it.
",20171126
"7816",80786,2640,"According to the latest official figures, 43% of all statistics are
",20180320
"7817",80786,3318,"nothing.
",20170928
"7818",80786,8118,"if it were so, it would be; but as it isn't, it ain't.  That's logic!""
",20180420
"7819",26091,7705,"                -- Kehlog Albran
",20170303
"7820",26091,3878,"Good advice is something a man gives when he is too old to set a bad
",20170406
"7821",26091,7416,"to date.
",20170926
"7822",74985,2210,"I have seen the future and it is just like the present, only longer.
",20170717
"7823",74985,5061,"of being a damned fool.
",20180217
"7824",74985,7894,"University: Like a software house, except the software's free, and it's
",20170417
"7825",20351,2755,"George Orwell was an optimist.
",20170507
"7826",77379,9712,"Remember, even if you win the rat race -- you're still a rat.
",20170302
"7827",77379,9956,"really make them think they'll hate you.
",20170112
"7828",77379,7927,"Ducharme's Precept:
",20170406
"7829",70301,232,"There is only one thing in the world worse than being talked about, and
",20171230
"7830",78660,9130,"One can't proceed from the informal to the formal by formal means.
",20170412
"7831",83920,4915,"Worst Month of 1981 for Downhill Skiing: January.  The lines are the
",20180422
"7832",83920,5195,"""Here at the Phone Company, we serve all kinds of people; from
",20170309
"7833",83920,7305,"hands.
",20170815
"7834",67771,6154,"Shining with all his might:
",20170606
"7835",67771,3869,"will be temporarily canceled.
",20170315
"7836",69377,9677,"He did his very best to make
",20170623
"7837",69377,1673,"returns of conjecture out of such a trifling investment of fact.
",20180206
"7838",74054,8864,"WHERE CAN THE MATTER BE
",20171124
"7839",74054,402,"it's because they were up all night.
",20171002
"7840",74054,1374,"mail.  Corresponding errors will show up in the duplicate while the
",20170421
"7841",62070,7113,"Steinbach's Guideline for Systems Programming
",20171014
"7842",62070,5124,"When you do not know what you are doing, do it neatly.
",20180411
"7843",62070,5519,"        In any organization there will always be one person who knows
",20170618
"7844",30588,1229,"Never be led astray onto the path of virtue.
",20171230
"7845",30588,3266,"Ingrate: A man who bites the hand that feeds him, and then complains of
",20170116
"7846",30588,6669,"Real Programmers don't write application programs; they program right down on
",20171112
"7847",24328,9,"Show respect for age.  Drink good Scotch for a change.
",20170223
"7848",24328,8869,"If there are epigrams, there must be meta-epigrams.
",20170927
"7849",79401,6379,"really make them think they'll hate you.
",20170209
"7850",79401,5519,"One of the oldest problems puzzled over in the Talmud is: ""Why did God
",20180208
"7851",79401,6589,"""Just once, I wish we would encounter an alien menace that wasn't
",20170125
"7852",28276,3869,"                -- Ambrose Bierce
",20171216
"7853",28276,916,"She missed an invaluable opportunity to give him a look that you could
",20171218
"7854",28276,124,"And the clean ones so seldom are comical.
",20170108
"7855",35438,3357,"If God had meant for us to be naked, we would have been born that way.
",20170704
"7856",35438,7364,"Perfect day for scrubbing the floor and other exciting things.
",20180325
"7857",35438,6154,"
",20180113
"7858",49857,1194,"Take not a single bit!
",20170228
"7859",49857,517,"                -- Lewis Carroll
",20170311
"7860",71047,5880,"        2.  If a straight line fit is required, obtain only two data
",20180226
"7861",71047,1519,"Death: to stop sinning suddenly.
",20180423
"7862",21628,5145,"One can't proceed from the informal to the formal by formal means.
",20180416
"7863",21628,8569,"The Law, in its majestic equality, forbids the rich, as well as the
",20170418
"7864",52821,2147,"        Oh, dear, where can the matter be
",20171211
"7865",39890,1783,"Bringing computers into the home won't change either one, but may
",20170730
"7866",39890,7242,"""Really ??  What a coincidence, I'm shallow too!!""
",20171015
"7867",39890,6439,"If you think last Tuesday was a drag, wait till you see what happens
",20170409
"7868",58177,7995,"Anarchy may not be the best form of government, but it's better than no
",20170728
"7869",58177,7830,"
",20170403
"7870",58177,4246,"Famous last words:
",20171127
"7871",94768,9105,"                -- D. J. Hicks
",20170427
"7872",10540,8433,"Why did the Lord give us so much quickness of movement unless it was to
",20170706
"7873",10540,3851,"        committee -- that will do them in.
",20170203
"7874",45004,5043,"                -- Thomas Jefferson
",20171009
"7875",86776,5778,"Remember, even if you win the rat race -- you're still a rat.
",20180205
"7876",86776,5043,"what it is I'll get married again.
",20170607
"7877",86776,7535,"out of a divorce.
",20180426
"7878",39245,3901,"        No more than debris,
",20180111
"7879",39245,5865,"No one can make you feel inferior without your consent.
",20180129
"7880",39245,4702,"I wish that they would sell it.
",20170622
"7881",82701,5927,"Rocky's Lemma of Innovation Prevention
",20170129
"7882",82701,276,"The mouse on the m""obius strip;
",20170711
"7883",82701,8964,"Naeser's Law:
",20170212
"7884",92379,241,"for a dial tone.
",20170726
"7885",92379,5922,"        it wasn't worth doing.
",20171118
"7886",92379,5865,"                -- Mickey Mouse
",20171207
"7887",89158,8380,"has been discontinued.
",20171115
"7888",89158,7995,"Is it possible that software is not like anything else, that it is
",20170714
"7889",67519,6114,"it made.
",20180331
"7890",88586,1552,"it made.
",20180404
"7891",88586,18,"easy to handle:  You've solved the wrong problem.  Work hard to
",20170531
"7892",44769,7937,"                -- W. C. Fields
",20170205
"7893",44769,8152,"                -- R. Geis
",20171009
"7894",44769,3318,"Be wary of strong drink.  It can make you shoot at tax collectors and
",20170319
"7895",37434,5383,"San Francisco isn't what it used to be, and it never was.
",20180218
"7896",37434,1329,"                -- Maxwell Smart
",20171011
"7897",37434,2933,"Save energy: be apathetic.
",20170624
"7898",65505,9828,"Boss is reading it.
",20170605
"7899",65505,7378,"It's because I try to put every possible syllable into that last line
",20180309
"7900",37984,8997,"        Johnny's so long at the fair.
",20171129
"7901",37984,8315,"A language that doesn't affect the way you think about programming is
",20171202
"7902",67345,8548,"The new Congressmen say they're going to turn the government around.  I
",20170227
"7903",67345,2886,"really make them think they'll hate you.
",20180128
"7904",67345,4207,"life.
",20180111
"7905",99650,797,"There was a young lady from Hyde
",20170804
"7906",58257,3357,"One can't proceed from the informal to the formal by formal means.
",20170815
"7907",43022,3629,"                -- F. P. Jones
",20170507
"7908",43022,7711,"I don't do booze,
",20170815
"7909",43022,8152,"Travel important today;  Internal Revenue men arrive tomorrow.
",20171124
"7910",49640,9347,"Do not take life too seriously; you will never get out if it alive.
",20171017
"7911",49640,5023,"Why did the Lord give us so much quickness of movement unless it was to
",20171105
"7912",49640,3581,"Adult: One old enough to know better.
",20171120
"7913",24153,3115,"otherwise require harder thinking.
",20170406
"7914",24153,9,"writing.
",20170618
"7915",24153,1200,"
",20170906
"7916",31529,8995,"You are wise, witty, and wonderful, but you spend too much time reading
",20180122
"7917",31529,8600,"Life is like an onion: you peel off layer after layer, then you find
",20170215
"7918",46813,2167,"There was a young poet named Dan,
",20171212
"7919",46813,9469,"And the clean ones so seldom are comical.
",20170411
"7920",46813,7862,"Familiarity breeds attempt
",20180321
"7921",36886,4867,"The brain is a wonderful organ; it starts working the moment you get up
",20180104
"7922",36886,1396,"Do not sleep in a eucalyptus tree tonight.
",20170319
"7923",80249,6275,"                -- Eleanor Roosevelt
",20170908
"7924",80249,9406,"If I traveled to the end of the rainbow
",20171118
"7925",31595,5270,"Ducharme's Precept:
",20170216
"7926",31595,1290,"A: Three.  One to screw in the lightbulb and two to fend off all those
",20170615
"7927",11368,9375,"In the long run, every program becomes rococo, and then rubble.
",20180212
"7928",11368,3973,"knows what it is.
",20170318
"7929",46359,9612,"nothing.
",20170403
"7930",46359,6072,"The best book on programming for the layman is ""Alice in Wonderland"";
",20170516
"7931",56142,9434,"Today is the tomorrow you worried about yesterday
",20180322
"7932",56142,9137,"Afternoon very favorable for romance.  Try a single person for a
",20170130
"7933",56142,104,"There are two ways to write error-free programs.  Only the third one
",20180221
"7934",72442,3750,"                -- Elbert Hubbard
",20170110
"7935",72442,1137,"                -- Alan Perlis
",20171214
"7936",28392,1143,"SQL Symphony Concert",20180403
"7937",28392,1143,"SQL Symphony Concert",20170512
"7938",25478,9974,"elsewhere.""
",20170829
"7939",25478,8068,"writing.
",20170930
"7940",25478,7416,"""We don't care.  We don't have to.  We're the Phone Company.""
",20170417
"7941",70052,3517,"                -- Clint Eastwood
",20170508
"7942",70052,6722,"        handle.
",20180329
"7943",70052,4804,"I'd give my right arm to be ambidextrous.
",20170205
"7944",62891,1028,"Don't worry over what other people are thinking about you.  They're too
",20170804
"7945",19561,2420,"Reality is an obstacle to hallucination.
",20170219
"7946",15826,1137,"And since then has never benzene.
",20170202
"7947",15826,6129,"Adolescence: The stage between puberty and adultery.
",20170118
"7948",27659,5478,"Man is the only animal that blushes -- or needs to.
",20171130
"7949",27659,8995,"Whenever you find that you are on the side of the majority, it is time
",20170226
"7950",35251,3157,"Q: How many heterosexual males does it take to screw in a light bulb in
",20170826
"7951",35251,5323,"Death is nature's way of telling you to slow down
",20170726
"7952",68306,8949,"What garlic is to salad, insanity is to art.
",20180313
"7953",68306,1386,"Misery loves company, but company does not reciprocate.
",20170215
"7954",28778,2272,"Velilind's Laws of Experimentation:
",20170816
"7955",28778,7364,"                -- Mark Twain
",20170122
"7956",28778,7676,"Surprise due today.  Also the rent.
",20180403
"7957",69611,8600,"Conscience is the inner voice that warns us somebody is looking
",20170629
"7958",69611,2147,"        3) ""If you were as smart as you think you are, you wouldn't be
",20170129
"7959",69611,2241,"It was a book to kill time for those who liked it better dead.
",20180213
"7960",94268,3915,"        Oh, dear, where can the matter be
",20180314
"7961",94268,6653,"Flappity, floppity, flip
",20170410
"7962",36244,1643,"                -- Mark Twain
",20170819
"7963",36244,6938,"enough cheese
",20170422
"7964",90227,2806,"     ""Like a bowl of sour cream?"" asked the other.  ""Why?""
",20180501
"7965",71601,2677,"Stay away from flying saucers today.
",20180221
"7966",71601,6845,"Real Programmers don't play tennis, or any other sport that requires you to
",20171104
"7967",14191,9923,"Keep emotionally active.  Cater to your favorite neurosis.
",20170127
"7968",59374,4951,"Don't feed the bats tonight.
",20180325
"7969",59374,5104,"Antonym: The opposite of the word you're trying to think of.
",20170911
"7970",59374,8826,"
",20170718
"7971",32564,8600,"There once was a girl named Irene
",20170318
"7972",32564,1193,"The typewriting machine, when played with expression, is no more
",20170129
"7973",32564,6085,"California is a fine place to live -- if you happen to be an orange.
",20170103
"7974",87254,9289,"I think that I shall never see
",20170930
"7975",87254,1728,"                -- Mark Twain
",20180309
"7976",92572,1751,"Put your Nose to the Grindstone!
",20180102
"7977",92572,6077,"""The climate of Bombay is such that its inhabitants have to live
",20171207
"7978",50360,1763,"nails.
",20170919
"7979",50360,8029,"Bizarreness is the essence of the exotic
",20170423
"7980",50360,2789,"Tonight's the night: Sleep in a eucalyptus tree.
",20170716
"7981",39284,5715,"Fairy Tale: A horror story to prepare children for the newspapers.
",20180313
"7982",21056,3323,"        hits the paper.
",20170824
"7983",21056,2362,"Things are more like they used to be than they are now.
",20170412
"7984",60553,134,"indigestion.
",20170107
"7985",60553,3581,"Assure us that it must be so.
",20180501
"7986",73930,9347,"God isn't dead, he just couldn't find a parking place.
",20180117
"7987",51835,9,"FLASH!  Intelligence of mankind decreasing.  Details at ... uh, when
",20170521
"7988",51835,9615,"Real Programmers don't eat quiche.  In fact, real programmers don't know how to
",20170310
"7989",84428,4149,"Admiration: Our polite recognition of another's resemblance to
",20171103
"7990",84428,996,"in students.
",20170109
"7991",89951,8622,"Good news.  Ten weeks from Friday will be a pretty good day.
",20180106
"7992",89951,3997,"Afternoon: That part of the day we spend worrying about how we wasted
",20171005
"7993",43093,517,"Future looks spotty.  You will spill soup in late evening.
",20170704
"7994",43093,3357,"breath is called the listener.
",20170512
"7995",17054,4951,"of being a damned fool.
",20180318
"7996",72164,1837,"        It's made by our favorite monopoly!
",20180123
"7997",33478,3470,"Ambition is a poor excuse for not having sense enough to be lazy.
",20171028
"7998",33478,5829,"The sun was shining on the sea,
",20180405
"7999",85914,5011,"                -- Don Quinn
",20171031
"8000",85914,1581,"Kin: An affliction of the blood
",20171015
"8001",85914,3670,"""It is easier for a camel to pass through the eye of a needle if it is
",20170831
"8002",70526,4273,"According to the latest official figures, 43% of all statistics are
",20180313
"8003",70526,8569,"Real Programmers never work 9 to 5.  If any real programmers are around a 9 AM,
",20170103
"8004",70526,1675,"What nobody is sure about.
",20170208
"8005",48438,4240,"Every program has (at least) two purposes: the one for which it was
",20170911
"8006",48438,6571,"revitalize the corner saloon.
",20180329
"8007",48438,6148,"He did his very best to make
",20180328
"8008",21601,6236,"Chicken Little was right.
",20180423
"8009",21601,3471,"The answer is 42.
",20171130
"8010",77639,4591,"And made cider inside her inside.
",20171120
"8011",77639,1393,"Only God can make random selections.
",20180110
"8012",18252,3376,"You patch a bug, and dump it again:
",20170813
"8013",31750,1851,"
",20180405
"8014",31750,1750,"variable.""
",20170625
"8015",31750,1229,"A LISP programmer knows the value of everything, but the cost of
",20180204
"8016",17921,4461,"                -- Carl Zwanzig
",20170114
"8017",17921,129,"Real Programmers never work 9 to 5.  If any real programmers are around a 9 AM,
",20170828
"8018",17921,1054,"out of a divorce.
",20180423
"8019",96382,2499,"It was the reader's CONS
",20170105
"8020",36205,6612,"Science is what happens when preconception meets verification.
",20180324
"8021",36205,6210,"Optimization hinders evolution.
",20170405
"8022",36205,5149,"Be wary of strong drink.  It can make you shoot at tax collectors and
",20170712
"8023",66646,4223,"Take heart amid the deepening gloom that your dog is finally getting
",20180316
"8024",58377,1751,"        Superiority is recessive.
",20180408
"8025",58377,6480,"""Why isn't there a special name for the tops of your feet?""
",20170906
"8026",58377,2021,"A billboard lovely as a tree.
",20170731
"8027",42546,6254,"you are going to see of him until he emerges on the other side of his
",20170513
"8028",67007,2716,"and then pulled an all-nighter.
",20171107
"8029",67007,3007,"meant to be discarded:  That the whole point is to always see it as a
",20170827
"8030",67549,5561,"Spend extra time on hobby.  Get plenty of rolling papers.
",20171221
"8031",67549,6185,"A: Both of them.
",20171117
"8032",41471,8976,"
",20170625
"8033",69935,7705,"Perfect day for scrubbing the floor and other exciting things.
",20180126
"8034",69935,8631,"Good day to let down old friends who need help.
",20171109
"8035",69935,8152,"        If you are given an open-book exam, you will forget your book.
",20171013
"8036",46201,2749,"get any programs at all and take what they get.
",20170518
"8037",46201,6142,"Keep America beautiful.  Swallow your beer cans.
",20180310
"8038",46201,8976,"Admiration: Our polite recognition of another's resemblance to
",20171215
"8039",32591,8172,"Death is life's way of telling you you've been fired.
",20170214
"8040",73965,5562,"        electrical cord.
",20170529
"8041",73965,6186,"You patch a bug, and dump it again:
",20170727
"8042",73965,6658,"                -- Oscar Wilde
",20170715
"8043",77688,6377,"        live.
",20170603
"8044",69051,4681,"Losing your drivers' license is just God's way of saying ""BOOGA, BOOGA!""
",20170528
"8045",69051,6156,"
",20180225
"8046",48684,8118,"Hello Dr. Falken.
",20171014
"8047",48684,4717,"To prove this to yourself, try opening the refrigerator door before
",20170127
"8048",48684,8902,"        yourself as part of the problem.
",20180127
"8049",30190,2918,"                -- Mark Twain
",20171108
"8050",20871,1866,"Collaboration: A literary partnership based on the false assumption
",20171221
"8051",60139,649,"programming.
",20170314
"8052",76535,9288,"Coronation: The ceremony of investing a sovereign with the outward and
",20170506
"8053",76535,4581,"Accident: A condition in which presence of mind is good, but absence of
",20170712
"8054",76535,9319,"Consultants are mystical people who ask a company for a number and then
",20171109
"8055",82602,2677,"                -- Kehlog Albran
",20180327
"8056",82602,9150,"
",20170701
"8057",82602,2937,"        ""And what will you do when you grow up to be as big as me?""
",20170509
"8058",19336,777,"nothing of interest is easy.
",20171221
"8059",34918,1923,"     ""How should I know?  What am I, a philosopher?""
",20180106
"8060",27406,8004,"change.
",20170424
"8061",83436,7509,"Today is the first day of the rest of the mess
",20170428
"8062",83436,9288,"nails.
",20170123
"8063",83436,3151,"        But the good ones I've seen
",20171102
"8064",69745,3810,"You worry too much about your job.  Stop it.  You are not paid enough
",20170530
"8065",56681,3199,"
",20180105
"8066",31519,2679,"really make them think they'll hate you.
",20170523
"8067",77051,9388,"POP UP, PUSH DOWN, BYTE, BYTE, BYTE!
",20170519
"8068",14045,8859,"Kinkler's First Law:
",20170702
"8069",14045,6131,"bread.
",20170227
"8070",17976,8727,"Brain, v.: [as in ""to brain""] To rebuke bluntly, but not pointedly; to
",20171217
"8071",17976,8995,"There is something fascinating about science.  One gets such wholesale
",20180218
"8072",61786,1393,"Triple-Iso-Bifurcated-Krypton-Gate-MOS process...""
",20170130
"8073",61786,622,"Hanlon's Razor:
",20170521
"8074",90217,3362,"at the steam fitters' picnic.
",20170414
"8075",99171,8977,"Every hack had seven bugs;
",20170104
"8076",99171,2033,"analyzed, and replaced with new weaknesses.
",20180222
"8077",99171,4246,"You could get a new lease on life -- if only you didn't need the first
",20171204
"8078",47515,8976,"Real Programmers don't eat quiche.  In fact, real programmers don't know how to
",20180414
"8079",47515,9414,"Reclaimer, spare that tree!
",20170620
"8080",47515,6515,"
",20180210
"8081",61022,2806,"Good day for overcoming obstacles.  Try a steeplechase.
",20170903
"8082",67720,7535,"in eucalyptus trees.
",20170830
"8083",67720,3997,"What nobody is sure about.
",20180423
"8084",67720,6178,"analyzed, and replaced with new weaknesses.
",20180315
"8085",77787,3896,"A bachelor is a selfish, undeserving guy who has cheated some woman
",20170827
"8086",77787,8716,"We wish you a Hare Krishna
",20170420
"8087",77787,3115,"Don't worry over what other people are thinking about you.  They're too
",20170328
"8088",89301,9288,"""Arguments with furniture are rarely productive.""
",20180401
"8089",43474,4283,"There once was a girl named Irene
",20170121
"8090",43474,2499,"            Smoke a friend today.
",20170402
"8091",43474,4682,"said, ""Life is like a bowl of sour cream.""
",20170119
"8092",39447,2886,"Alimony is a system by which, when two people make a mistake, one of
",20171021
"8093",39447,2888,"automation?
",20180125
"8094",85166,9406,"        If you view your problem closely enough you will recognize
",20170727
"8095",85166,6589,"        yourself as part of the problem.
",20170801
"8096",85166,8522,"How many losses at Project MAC?
",20171126
"8097",92855,2218,"                -- Lazarus Long
",20170718
"8098",92855,5469,"                -- Oscar Wilde
",20171112
"8099",47135,1728,"1st customer: ""I'll have tea.""
",20170116
"8100",47135,8207,"Man is the only animal that blushes -- or needs to.
",20180331
"8101",47135,7219,"Diplomacy is the art of saying ""nice doggy"" until you can find a rock.
",20170412
"8102",38308,8727,"Will divide, multiply, and subtract.
",20170824
"8103",83754,1001,"Forgetfulness: A gift of God bestowed upon debtors in compensation for
",20170917
