"","person_id","transcript"
"2294",37251,"her: she gave a little scream, half of fright and half of anger, and
"
"2295",50950,"have got altered.’
"
"2296",75333,"
"
"2297",25911,"Queen, who was reading the list of singers.
"
"2298",28554,"a tone of great relief. ‘Now at OURS they had at the end of the bill,
"
"2299",63641,"was on the top of it.
"
"2300",99319,"hungry, in which case it would be very likely to eat her up in spite of
"
"2301",53122,"hastily, for the White Rabbit cried out, ‘Silence in the court!’ and the
"
"2302",64905,"             Said
"
"2303",62503,"did you ever eat a bat?’ when suddenly, thump! thump! down she came upon
"
"2304",56973,"By the time she had caught the flamingo and brought it back, the fight
"
"2305",59568,"Alice did not quite know what to say to this: so she helped herself
"
"2306",39689,"very queer indeed:--
"
"2307",58504,"ever having seen such a thing.
"
"2308",33845,"
"
"2309",43596,"said to herself; ‘the March Hare will be much the most interesting, and
"
"2310",56615,"‘Talking of axes,’ said the Duchess, ‘chop off her head!’
"
"2311",69239,"
"
"2312",99111,"The March Hare took the watch and looked at it gloomily: then he dipped
"
"2313",27805,"ferrets! Where CAN I have dropped them, I wonder?’ Alice guessed in a
"
"2314",36284,"tell what o’clock it is!’
"
"2315",93627,"poker will burn you if you hold it too long; and that if you cut your
"
"2316",63219,"fire, and at once set to work throwing everything within her reach at
"
"2317",24675,"
"
"2318",48623,"
"
"2319",63538,"I’m quite tired of being such a tiny little thing!’
"
"2320",43388,"them even when they hit her; and the baby was howling so much already,
"
"2321",62367,"
"
"2322",37054,"but at any rate it would not open any of them. However, on the second
"
"2323",54142,"‘And now which is which?’ she said to herself, and nibbled a little of
"
"2324",57424,"  But the snail replied “Too far, too far!” and gave a look askance--
"
"2325",34953,"
"
"2326",50559,"
"
"2327",36970,"resting in the shade: however, the moment they saw her, they hurried
"
"2328",93399,"court,” and I never understood what it meant till now.’
"
"2329",53479,"between them, fast asleep, and the other two were using it as a
"
"2330",84922,"scratching and scrambling about in the chimney close above her: then,
"
"2331",63224,"
"
"2332",16932,"one corner of it: ‘No room! No room!’ they cried out when they saw Alice
"
"2333",57526,"
"
"2334",86502,"you might like to try the thing yourself, some winter day, I will tell
"
"2335",64882,"that did not sneeze, were the cook, and a large cat which was sitting on
"
"2336",11278,"Alice felt a little irritated at the Caterpillar’s making such VERY
"
"2337",21900,"
"
"2338",24072,"Distraction, Uglification, and Derision.’
"
"2339",87484,"hoarse, feeble voice: ‘I heard every word you fellows were saying.’
"
"2340",32898,"Alice opened the door and found that it led into a small passage, not
"
"2341",51786,"CHAPTER VII. A Mad Tea-Party
"
"2342",95618,"             Said
"
"2343",83633,"seemed to be no chance of this, so she began looking at everything about
"
"2344",36077,"slipped in like herself.
"
"2345",98443,"
"
"2346",62143,"players, except the King, the Queen, and Alice, were in custody and
"
"2347",46107,"By the time she had caught the flamingo and brought it back, the fight
"
"2348",68952,"upset, and their slates and pencils had been found and handed back to
"
"2349",51872,"‘How the creatures order one about, and make one repeat lessons!’
"
"2350",22381,"
"
"2351",79206,"   Pennyworth only of beautiful Soup?
"
"2352",34231,"were nowhere to be found: all she could see, when she looked down, was
"
"2353",80697,"‘That’s very important,’ the King said, turning to the jury. They were
"
"2354",81587,"“French, music, AND WASHING--extra.”’
"
"2355",26572,"VERY much out of the way to hear the Rabbit say to itself, ‘Oh dear!
"
"2356",46326,"
"
"2357",28455,"
"
"2358",63615,"
"
"2359",31793,"noticing her. Then followed the Knave of Hearts, carrying the King’s
"
"2360",11723,"bore it as well as she could.
"
"2361",21324,"‘THAT you won’t’ thought Alice, and, after waiting till she fancied
"
"2362",18153,"sharp little chin into Alice’s shoulder as she added, ‘and the moral
"
"2363",71170,"So she sat on, with closed eyes, and half believed herself in
"
"2364",79945,"Gryphon.
"
"2365",27885,"presented the thimble, saying ‘We beg your acceptance of this elegant
"
"2366",81266,"themselves.”’
"
"2367",82341,"
"
"2368",17191,"‘Well, there was Mystery,’ the Mock Turtle replied, counting off
"
"2369",62859,"‘I’ve had nothing yet,’ Alice replied in an offended tone, ‘so I can’t
"
"2370",30532,"serpents! There’s no pleasing them!’
"
"2371",59296,"
"
"2372",93637,"little golden key in the lock, and to her great delight it fitted!
"
"2373",80177,"and very soon had to kneel down on the floor: in another minute there
"
"2374",61566,"At this moment the King, who had been for some time busily writing in
"
"2375",20520,"plate with the name ‘W. RABBIT’ engraved upon it. She went in without
"
"2376",48538,"
"
"2377",61540,"queer everything is to-day! And yesterday things went on just as usual.
"
"2378",76227,"themselves flat upon their faces. There was a sound of many footsteps,
"
"2379",50463,"   Who would not give all else for two
"
"2380",50135,"
"
"2381",83030,"
"
"2382",51257,"inquisitively, and seemed to her to wink with one of its little eyes,
"
"2383",80745,"felt that it ought to be treated with respect.
"
"2384",80629,"
"
"2385",73608,"like a star-fish,’ thought Alice. The poor little thing was snorting
"
"2386",76435,"    Though they were mine before.
"
"2387",54921,"a mouse--to a mouse--a mouse--O mouse!’) The Mouse looked at her rather
"
"2388",44978,"in front of them, with her arms folded, frowning like a thunderstorm.
"
"2389",90524,"‘You might just as well say,’ added the March Hare, ‘that “I like what I
"
"2390",91171,"   Soup of the evening, beautiful Soup!
"
"2391",52304,"‘I’ll tell it her,’ said the Mock Turtle in a deep, hollow tone: ‘sit
"
"2392",24044,"    That your eye was as steady as ever;
"
"2393",67914,"behind it was a little door about fifteen inches high: she tried the
"
"2394",56699,"‘There might be some sense in your knocking,’ the Footman went on
"
"2395",50621,"
"
"2396",65504,"it out into the open air. ‘IF I don’t take this child away with me,’
"
"2397",44344,"looked at the sides of the well, and noticed that they were filled with
"
"2398",53382,"‘What I was going to say,’ said the Dodo in an offended tone, ‘was, that
"
"2399",84910,"drunk half the bottle, she found her head pressing against the ceiling,
"
"2400",68565,"turned the corner, but the Rabbit was no longer to be seen: she found
"
"2401",62495,"to repeat it, when a cry of ‘The trial’s beginning!’ was heard in the
"
"2402",76273,"‘And be quick about it,’ added the Hatter, ‘or you’ll be asleep again
"
"2403",75276,"
"
"2404",55584,"‘No, no!’ said the Queen. ‘Sentence first--verdict afterwards.’
"
"2405",74677,"The judge, by the way, was the King; and as he wore his crown over the
"
"2406",78658,"      both go to
"
"2407",63180,"neck would bend about easily in any direction, like a serpent. She had
"
"2408",33174,"set off at once, and ran till she was quite tired and out of breath, and
"
"2409",50677,"have the experiment tried.
"
"2410",42879,"‘You couldn’t have wanted it much,’ said Alice; ‘living at the bottom of
"
"2411",20760,"‘I’ve had nothing yet,’ Alice replied in an offended tone, ‘so I can’t
"
"2412",80254,"
"
"2413",42702,"can do no more, whatever happens. What WILL become of me?’
"
"2414",75298,"
"
"2415",97349,"court, arm-in-arm with the Dormouse. ‘Fourteenth of March, I think it
"
"2416",33082,"
"
"2417",12578,"    Has lasted the rest of my life.’
"
"2418",79397,"over!’
"
"2419",19949,"
"
"2420",11863,"the Rabbit coming to look for her, and she trembled till she shook the
"
"2421",67386,"‘But, it goes on “THEY ALL RETURNED FROM HIM TO YOU,”’ said Alice.
"
"2422",90604,"‘We had the best of educations--in fact, we went to school every day--’
"
"2423",48069,"‘But they were IN the well,’ Alice said to the Dormouse, not choosing to
"
"2424",67624,"
"
"2425",32036,"but the Dodo had paused as if it thought that SOMEBODY ought to speak,
"
"2426",93624,"
"
"2427",17681,"Alice had been all the way down one side and up the other, trying every
"
"2428",34475,"‘Boots and shoes under the sea,’ the Gryphon went on in a deep voice,
"
"2429",62214,"
"
"2430",43745,"‘What was that?’ inquired Alice.
"
"2431",91874,"
"
"2432",49318,"Down, down, down. Would the fall NEVER come to an end! ‘I wonder how
"
"2433",99965,"said ‘No, never’) ‘--so you can have no idea what a delightful thing a
"
"2434",16773,"
"
"2435",51508,"
"
"2436",38140,"
"
"2437",21031,"
"
"2438",56128,"
"
"2439",48864,"down on one knee as he spoke, ‘we were trying--’
"
"2440",87610,"well.
"
"2441",74184,"wood for fear of their hearing her; and when she next peeped out the
"
"2442",66081,"to say which), and they went on for some while in silence.
"
"2443",35266,"     And pour the waters of the Nile
"
"2444",97286,"
"
"2445",32387,"she thought of herself, ‘I wish the creatures wouldn’t be so easily
"
"2446",69798,"
"
"2447",69743,"but at any rate it would not open any of them. However, on the second
"
"2448",47964,"
"
"2449",64044,"rabbits. I almost wish I hadn’t gone down that rabbit-hole--and yet--and
"
"2450",52095,"going to happen next. First, she tried to look down and make out what
"
"2451",40208,"history, and you’ll understand why it is I hate cats and dogs.’
"
"2452",30674,"now for the garden!’ and she ran with all speed back to the little door:
"
"2453",50117,"generally a ridge or furrow in the way wherever she wanted to send the
"
"2454",48426,"‘She boxed the Queen’s ears--’ the Rabbit began. Alice gave a little
"
"2455",41157,"Here the Dormouse shook itself, and began singing in its sleep ‘Twinkle,
"
"2456",78073," “There is another shore, you know, upon the other side.
"
"2457",26187,"tell what o’clock it is!’
"
"2458",64949,"beginning with the end of the tail, and ending with the grin, which
"
"2459",59582,"
"
"2460",26877,"
"
"2461",28759,"‘Pepper, mostly,’ said the cook.
"
"2462",76374,"it must be a walrus or hippopotamus, but then she remembered how small
"
"2463",67238,"to herself that perhaps it was only the pepper that had made her so
"
"2464",69813,"
"
"2465",43489,"get” is the same thing as “I get what I like”!’
"
"2466",35465,"
"
"2467",13641,"‘At any rate I’ll never go THERE again!’ said Alice as she picked her
"
"2468",90810,"a frying-pan after her as she went out, but it just missed her.
"
"2469",59712,"conversation. ‘Are you--are you fond--of--of dogs?’ The Mouse did not
"
"2470",66117," They are waiting on the shingle--will you come and join the dance?
"
"2471",73490,"   Soo--oop of the e--e--evening,
"
"2472",66602,"ringlets, and mine doesn’t go in ringlets at all; and I’m sure I can’t
"
"2473",60672,"uncomfortably sharp chin. However, she did not like to be rude, so she
"
"2474",14510,"savage when they met in the kitchen.
"
"2475",47330,"‘Would you tell me,’ said Alice, a little timidly, ‘why you are painting
"
"2476",91136," “There is another shore, you know, upon the other side.
"
"2477",52564,"about it while the Mouse was speaking, so that her idea of the tale was
"
"2478",25352,"
"
"2479",74488,"
"
"2480",21625,"
"
"2481",17415,"
"
"2482",77915,"and skurried away into the darkness as hard as he could go.
"
"2483",74499,"coming. ‘There’s PLENTY of room!’ said Alice indignantly, and she sat
"
"2484",53789,"‘You might just as well say,’ added the Dormouse, who seemed to be
"
"2485",33655,"before, as the March Hare had just upset the milk-jug into his plate.
"
"2486",73804,"‘Oh, a song, please, if the Mock Turtle would be so kind,’ Alice
"
"2487",78429,"‘Back to land again, and that’s all the first figure,’ said the Mock
"
"2488",22942,"
"
"2489",80931,"‘What IS the use of repeating all that stuff,’ the Mock Turtle
"
"2490",82146,"for the next moment a shower of little pebbles came rattling in at the
"
"2491",73107,"
"
"2492",25496,"of the cattle in the distance would take the place of the Mock Turtle’s
"
"2493",86892,"conversations?’
"
"2494",42773,"jumping about like mad things all this time, sat down again very sadly
"
"2495",93498,"‘That WAS a narrow escape!’ said Alice, a good deal frightened at the
"
"2496",92604,"holiday?’
"
"2497",98716,"haven’t had a wink of sleep these three weeks!’
"
"2498",68154,"
"
"2499",77660,"
"
"2500",60657,"‘I suppose so,’ said Alice.
"
"2501",15976,"letter, written by the prisoner to--to somebody.’
"
"2502",93416,"all!’ ‘Do as I tell you, you coward!’ and at last she spread out her
"
"2503",58965,"my own. I’m a hatter.’
"
"2504",94332,"
"
"2505",54118,"yet.’
"
"2506",14577,"The Duchess took her choice, and was gone in a moment.
"
"2507",37764,"be NO mistake about it: it was neither more nor less than a pig, and she
"
"2508",21314,"down on one knee as he spoke, ‘we were trying--’
"
"2509",24587,"Here was another puzzling question; and as Alice could not think of any
"
"2510",29232,"ground as she spoke; ‘either you or your head must be off, and that in
"
"2511",77730,"
"
"2512",32704,"the other players, and shouting ‘Off with his head!’ or ‘Off with her
"
"2513",13679,"
"
"2514",98405,"
"
"2515",61317,"age, there was no more to be said.
"
"2516",87413,"Still she went on growing, and, as a last resource, she put one arm out
"
"2517",65427,"tiptoe, put his mouth close to her ear, and whispered ‘She’s under
"
"2518",28811,"          must have a
"
"2519",78290,"
"
"2520",64921,"‘I’d rather finish my tea,’ said the Hatter, with an anxious look at the
"
"2521",88978,"looked back once or twice, half hoping that they would call after her:
"
"2522",62847,"who turned pale and fidgeted.
"
"2523",54319,"forgotten that, if you drink much from a bottle marked ‘poison,’ it is
"
"2524",15508,"get out again.
"
"2525",41382,"to take out of it, and burning with curiosity, she ran across the field
"
"2526",60958,"
"
"2527",58360,"
"
"2528",44308,"saying, ‘Thank you, sir, for your interesting story,’ but she could
"
"2529",95669,"Alice had no idea what to do, and in despair she put her hand in her
"
"2530",14252,"The Knave shook his head sadly. ‘Do I look like it?’ he said. (Which he
"
"2531",30184,"sitting sad and lonely on a little ledge of rock, and, as they came
"
"2532",64098,"Alice, ‘and if it makes me grow larger, I can reach the key; and if it
"
"2533",90800,"an agony of terror. ‘Oh, there goes his PRECIOUS nose’; as an unusually
"
"2534",51948,"Alice sighed wearily. ‘I think you might do something better with the
"
"2535",39496,"arrived, with a great crowd assembled about them--all sorts of little
"
"2536",98135,"‘I haven’t opened it yet,’ said the White Rabbit, ‘but it seems to be a
"
"2537",28544,"doorway; ‘and even if my head would go through,’ thought poor Alice, ‘it
"
"2538",53765,"its children, ‘Come away, my dears! It’s high time you were all in bed!’
"
"2539",46982,"     morning I’ve
"
"2540",62215,"the hint; but the cook was busily stirring the soup, and seemed not to
"
"2541",33902,"use their putting their heads down and saying “Come up again, dear!” I
"
"2542",79185,"
"
"2543",50209,"
"
"2544",48001,"your Majesty?’ he asked.
"
"2545",47306,"
"
"2546",22823,"
"
"2547",88418,"use their putting their heads down and saying “Come up again, dear!” I
"
"2548",96010,"for the moment she quite forgot how to speak good English); ‘now I’m
"
"2549",18026,"mouse-traps, and the moon, and memory, and muchness--you know you say
"
"2550",28435,"away from her as hard as it could go, and making quite a commotion in
"
"2551",26061,"
"
"2552",70913,"
"
"2553",63175,"now and then; such as, ‘Sure, I don’t like it, yer honour, at all, at
"
"2554",40412,"It was the White Rabbit, trotting slowly back again, and looking
"
"2555",56253,"them out again. That’s all.’
"
"2556",86541,"a pleased tone.
"
"2557",34746,"
"
"2558",79285,"
"
"2559",32375,"a doze; but, on being pinched by the Hatter, it woke up again with
"
"2560",97433,"trouble, you know, as we needn’t try to find any. And yet I don’t know,’
"
"2561",77615,"nobody in particular. ‘She’d soon fetch it back!’
"
"2562",15412,"round it, panting, and asking, ‘But who has won?’
"
"2563",71276,"
"
"2564",26712,"Everything is so out-of-the-way down here, that I should think very
"
"2565",45363,"She waited for some time without hearing anything more: at last came a
"
"2566",61442,"the subjects on his flappers, ‘--Mystery, ancient and modern, with
"
"2567",53395,"‘But they were IN the well,’ Alice said to the Dormouse, not choosing to
"
"2568",27219,"good reason, and as the Caterpillar seemed to be in a VERY unpleasant
"
"2569",69653,"‘Yes, we went to school in the sea, though you mayn’t believe it--’
"
"2570",39920,"There was certainly too much of it in the air. Even the Duchess
"
"2571",25967,"
"
"2572",37213,"in the middle, being held up by two guinea-pigs, who were giving it
"
"2573",71727,"
"
"2574",10287,"about two feet high: even then she walked up towards it rather timidly,
"
"2575",20450,"could get away without being seen, when she noticed a curious appearance
"
"2576",68975,"a Lory and an Eaglet, and several other curious creatures. Alice led the
"
"2577",49774,"cushion, resting their elbows on it, and talking over its head. ‘Very
"
"2578",65997,"startled when she heard her voice close to her ear. ‘You’re thinking
"
"2579",40085,"the pool, and the great hall, with the glass table and the little door,
"
"2580",62667,"would, in the after-time, be herself a grown woman; and how she would
"
"2581",83073,"arms, took the hookah out of its mouth again, and said, ‘So you think
"
"2582",44593,"things happening. While she was looking at the place where it had been,
"
"2583",25630,"animals and birds waiting outside. The poor little Lizard, Bill, was
"
"2584",36844,"‘That depends a good deal on where you want to get to,’ said the Cat.
"
"2585",42458,"‘You may go,’ said the King, and the Hatter hurriedly left the court,
"
"2586",10890,"‘I’ve had nothing yet,’ Alice replied in an offended tone, ‘so I can’t
"
"2587",55861,"‘Who is it directed to?’ said one of the jurymen.
"
"2588",75880,"
"
"2589",69124,"
"
"2590",11295,"the Duchess and the baby--the fire-irons came first; then followed a
"
"2591",20408,"anxiously round to see if he would deny it too: but the Dormouse denied
"
"2592",44238,"‘We had the best of educations--in fact, we went to school every day--’
"
"2593",67544,"
"
"2594",76585,"saying to herself ‘This is Bill,’ she gave one sharp kick, and waited to
"
"2595",81247,"had!’
"
"2596",20177,"
"
"2597",87729,"‘I don’t know where Dinn may be,’ said the Mock Turtle, ‘but if you’ve
"
"2598",43712,"So she set the little creature down, and felt quite relieved to see
"
"2599",86977,"generally a ridge or furrow in the way wherever she wanted to send the
"
"2600",17123,"
"
"2601",38094,"sighing.
"
"2602",23264,"
"
"2603",89781,"
"
"2604",87968,"‘Your Majesty must cross-examine THIS witness.’
"
"2605",19713,"
"
"2606",84714,"‘I’m sure I’m not Ada,’ she said, ‘for her hair goes in such long
"
"2607",73484,"   Soo--oop of the e--e--evening,
"
"2608",88292,"‘They were obliged to have him with them,’ the Mock Turtle said: ‘no
"
"2609",59158,"
"
"2610",16640,"
"
"2611",90286,"have been ill.’
"
"2612",29152,"
"
"2613",32134,"
"
"2614",41082,"‘By-the-bye, what became of the baby?’ said the Cat. ‘I’d nearly
"
"2615",18407,"sentence first!’
"
"2616",58017,"till I’m somebody else”--but, oh dear!’ cried Alice, with a sudden burst
"
"2617",99488,"
"
"2618",31293,"thought Alice; ‘I might as well be at school at once.’ However, she
"
"2619",37999,"(she was obliged to say ‘creatures,’ you see, because some of them were
"
"2620",99936,"‘Oh! So Bill’s got to come down the chimney, has he?’ said Alice to
"
"2621",53549,"she could, for her neck kept getting entangled among the branches, and
"
"2622",21023,"you seen the Mock Turtle yet?’
"
"2623",44857,"introduce it.’
"
"2624",70223,"
"
"2625",74302,"
"
"2626",79163,"
"
"2627",11403,"Alice considered a little, and then said ‘The fourth.’
"
"2628",47389,"
"
"2629",86091,"
"
"2630",22695,"mice in the air, I’m afraid, but you might catch a bat, and that’s very
"
"2631",30293,"Majesty,’ he began, ‘for bringing these in: but I hadn’t quite finished
"
"2632",58451,"you might like to try the thing yourself, some winter day, I will tell
"
"2633",89112,"The table was a large one, but the three were all crowded together at
"
"2634",70985,"pocket, and pulled out a box of comfits, (luckily the salt water had
"
"2635",57868,"safe in a thick wood.
"
"2636",87774,"and holding it to his ear.
"
"2637",77658,"much larger than a rat-hole: she knelt down and looked along the passage
"
"2638",35366,"about in the wood, ‘is to grow to my right size again; and the second
"
"2639",91340,"queer, won’t you?’
"
"2640",31295,"
"
"2641",93315,"get” is the same thing as “I get what I like”!’
"
"2642",11297,"began to get rather sleepy, and went on saying to herself, in a dreamy
"
"2643",59258,"glass table. ‘Now, I’ll manage better this time,’ she said to herself,
"
"2644",81368,"King put on his spectacles and looked anxiously round, to make out who
"
"2645",57556,"‘Oh, I know!’ exclaimed Alice, who had not attended to this last remark,
"
"2646",99478,"rumbling of little cartwheels, and the sound of a good many voices
"
"2647",85497,"‘It’s a friend of mine--a Cheshire Cat,’ said Alice: ‘allow me to
"
"2648",10284,"
"
"2649",16603,"‘We had the best of educations--in fact, we went to school every day--’
"
"2650",66857,"These were the verses the White Rabbit read:--
"
"2651",86297,"Turtle.
"
"2652",12121,"
"
"2653",87270,"‘Explain all that,’ said the Mock Turtle.
"
"2654",75194,"
"
"2655",26758," Will you, won’t you, will you, won’t you, won’t you join the dance?
"
"2656",42334,"many more than three.’
"
"2657",48312,"TWO little shrieks, and more sounds of broken glass. ‘What a number of
"
"2658",50049,"
"
"2659",77975,"Laughing and Grief, they used to say.’
"
"2660",12319,"
"
"2661",51139,"herself. ‘Shy, they seem to put everything upon Bill! I wouldn’t be in
"
"2662",66305,"a voice outside, and stopped to listen.
"
"2663",87502,"
"
"2664",32037,"‘Off with their heads!’ and the procession moved on, three of the
"
"2665",14622,"see: four times five is twelve, and four times six is thirteen, and
"
"2666",31321,"arrived, with a great crowd assembled about them--all sorts of little
"
"2667",60615,"
"
"2668",72828,"‘I never said I didn’t!’ interrupted Alice.
"
"2669",42115,"their own business!’
"
"2670",28916,"of the ground.’ So she tucked it away under her arm, that it might not
"
"2671",13933,"‘It was much pleasanter at home,’ thought poor Alice, ‘when one wasn’t
"
"2672",44952,"
"
"2673",69854,"     Beautiful, beauti--FUL SOUP!’
"
"2674",50515,"
"
"2675",92085,"appear to others that what you were or might have been was not otherwise
"
"2676",24340,"
"
"2677",83015,"
"
"2678",56467,"sort of meaning in it, and yet it was certainly English. ‘I don’t quite
"
"2679",63474,"notice this last remark.
"
"2680",98115,"wag my tail when I’m angry. Therefore I’m mad.’
"
"2681",67843,"
"
"2682",54941,"
"
"2683",86967,"‘But I’m NOT a serpent, I tell you!’ said Alice. ‘I’m a--I’m a--’
"
"2684",75483,"
"
"2685",55569,"little way forwards each time and a long way back, and barking hoarsely
"
"2686",29886,"was on the top of it.
"
"2687",59031,"‘I’m sure those are not the right words,’ said poor Alice, and her eyes
"
"2688",36942,"sneezed occasionally; and as for the baby, it was sneezing and howling
"
"2689",36168,"set off at once, and ran till she was quite tired and out of breath, and
"
"2690",16714,"(Dinah was the cat.) ‘I hope they’ll remember her saucer of milk at
"
"2691",40751,"for some time with great curiosity, and this was his first speech.
"
"2692",52537,"twentieth time that day.
"
"2693",85305,"little different. But if I’m not the same, the next question is, Who
"
"2694",74098,"with his tea spoon at the March Hare,) ‘--it was at the great concert
"
"2695",60912,"
"
"2696",92977,"number of executions the Queen had ordered.
"
"2697",38268,"on the song, ‘I’d have said to the porpoise, “Keep back, please: we
"
"2698",14090,"label, with the words ‘DRINK ME’ beautifully printed on it in large
"
"2699",91114,"
"
"2700",99673,"By the time she had caught the flamingo and brought it back, the fight
"
"2701",81337,"           death.”’
"
"2702",27968,"arranged; the only difficulty was, that she had not the smallest idea
"
"2703",74132,"
"
"2704",16667,"a voice outside, and stopped to listen.
"
"2705",91930,"kind to them,’ thought Alice, ‘or perhaps they won’t walk the way I want
"
"2706",59773,"is, you know. Please, Ma’am, is this New Zealand or Australia?’ (and
"
"2707",13018,"court.
"
"2708",41695,"Gryphon.
"
"2709",69898,"‘No, I didn’t,’ said Alice: ‘I don’t think it’s at all a pity. I said
"
"2710",98428,"your Majesty?’ he asked.
"
"2711",91465,"
"
"2712",20768,"
"
"2713",90739,"great hurry.
"
"2714",73422,"‘What sort of people live about here?’
"
"2715",73286,"croquet-ground.
"
"2716",25925,"
"
"2717",57180,"Alice tried to fancy to herself what such an extraordinary ways of
"
"2718",31836,"
"
"2719",95906,"The Hatter looked at the March Hare, who had followed him into the
"
"2720",43158,"little chin.
"
"2721",21007,"
"
"2722",77101,"to the Mock Turtle, ‘Drive on, old fellow! Don’t be all day about it!’
"
"2723",58604,"‘If I’d been the whiting,’ said Alice, whose thoughts were still running
"
"2724",98131,"
"
"2725",76253,"the moral of that is--“Birds of a feather flock together.”’
"
"2726",50583,"
"
"2727",76690,"added the Gryphon; and then they both sat silent and looked at poor
"
"2728",97337,"‘I can’t help it,’ said Alice very meekly: ‘I’m growing.’
"
"2729",30558,"
"
"2730",65886,"and began by taking the little golden key, and unlocking the door that
"
"2731",93439,"‘What did they live on?’ said Alice, who always took a great interest in
"
"2732",45905,"
"
"2733",47130,"begun asking riddles.--I believe I can guess that,’ she added aloud.
"
"2734",44164,"
"
"2735",97956,"tone. ‘Nobody seems to like her, down here, and I’m sure she’s the best
"
"2736",45561,"‘Curiouser and curiouser!’ cried Alice (she was so much surprised, that
"
"2737",98539,"
"
"2738",24737,"
"
"2739",85065,"
"
"2740",87824,"corners: next the ten courtiers; these were ornamented all over with
"
"2741",90475,"         ‘Fury said to a
"
"2742",50416,"hung upon pegs. She took down a jar from one of the shelves as
"
"2743",40244,"surprised he’ll be when he finds out who I am! But I’d better take him
"
"2744",87098,"that there was no time to be lost, as she was shrinking rapidly; so she
"
"2745",50874,"
"
"2746",55698,"accustomed to usurpation and conquest. Edwin and Morcar, the earls of
"
"2747",39567,"hedgehog to, and, as the doubled-up soldiers were always getting up
"
"2748",25428,"
"
"2749",72920,"The Knave did so, very carefully, with one foot.
"
"2750",11151,"rule, ‘and vinegar that makes them sour--and camomile that makes
"
"2751",80151,"
"
"2752",74714,"   ‘Speak roughly to your little boy,
"
"2753",83312,"a heap of sticks and dry leaves, and the fall was over.
"
"2754",67835,"to make out which were the two sides of it; and as it was perfectly
"
"2755",76712,"‘HE might bite,’ Alice cautiously replied, not feeling at all anxious to
"
"2756",85904,"
"
"2757",67667,"        trial: For
"
"2758",55437,"    Why, I do it again and again.’
"
"2759",51031,"and a scroll of parchment in the other. In the very middle of the court
"
"2760",75755,"
"
"2761",57316,"a deal too flustered to tell you--all I know is, something comes at me
"
"2762",41468,"fish)--and rapped loudly at the door with his knuckles. It was opened
"
"2763",89971,"
"
"2764",51527,"wondering very much what would happen next.
"
"2765",41876,"
"
"2766",10205,"
"
"2767",40758,"
"
"2768",23494,"‘Read them,’ said the King.
"
"2769",71713,"finger VERY deeply with a knife, it usually bleeds; and she had never
"
"2770",54785,"CHAPTER III. A Caucus-Race and a Long Tale
"
"2771",95505,"
"
"2772",88980,"advantage from the change: and Alice was a good deal worse off than
"
"2773",94232,"Alice felt that this could not be denied, so she tried another question.
"
"2774",53509,"she spoke.
"
"2775",81402,"that she did not dare to laugh; and, as she could not think of anything
"
"2776",43096,"
"
"2777",21161,"sight, they were getting so far off). ‘Oh, my poor little feet, I wonder
"
"2778",96752,"‘Not at first, perhaps,’ said the Hatter: ‘but you could keep it to
"
"2779",37076,"
"
"2780",64194,"         Twinkle, twinkle--“’
"
"2781",97404,"and we’ve no time to wash the things between whiles.’
"
"2782",68179,"of tears, ‘I do wish they WOULD put their heads down! I am so VERY tired
"
"2783",93610,"‘What a curious feeling!’ said Alice; ‘I must be shutting up like a
"
"2784",58700,"
"
"2785",59290,"
"
"2786",57252,"close by her.
"
"2787",38585,"
"
"2788",43698,"thought Alice, ‘they’re sure to kill it in a day or two: wouldn’t it be
"
"2789",93397,"
"
"2790",77024,"
"
"2791",64462,"However, it was over at last, and they sat down again in a ring, and
"
"2792",23346,"
"
"2793",93947,"‘I haven’t the least idea what you’re talking about,’ said Alice.
"
"2794",47888,"      All on a summer day:
"
"2795",99038,"
"
"2796",40538,"‘Oh, you foolish Alice!’ she answered herself. ‘How can you learn
"
"2797",29453,"great hurry.
"
"2798",39498,"
"
"2799",93900,"wonder what they WILL do next! If they had any sense, they’d take the
"
"2800",95607,"yourself.’
"
"2801",63797,"but her voice sounded hoarse and strange, and the words did not come the
"
"2802",35925,"over all the children she knew that were of the same age as herself, to
"
"2803",47215,"
"
"2804",67734,"‘Oh, PLEASE mind what you’re doing!’ cried Alice, jumping up and down in
"
"2805",90972,"for the moment she quite forgot how to speak good English); ‘now I’m
"
"2806",40405,"washing her face--and she is such a nice soft thing to nurse--and she’s
"
"2807",75262,"
"
"2808",54689,"‘Ah! that accounts for it,’ said the Hatter. ‘He won’t stand beating.
"
"2809",24289,"         Twinkle, twinkle--“’
"
"2810",21887,"stretched her arms round it as far as they would go, and broke off a bit
"
"2811",14758,"half to itself, half to Alice.
"
"2812",50530,"close by her.
"
"2813",53308,"yet--it’s rather curious, you know, this sort of life! I do wonder what
"
"2814",58449,"archbishop find?’
"
"2815",13374,"
"
"2816",92654,"course--“I GAVE HER ONE, THEY GAVE HIM TWO--” why, that must be what he
"
"2817",23514,"up at the mouth with strings: into this they slipped the guinea-pig,
"
"2818",65861,"‘As wet as ever,’ said Alice in a melancholy tone: ‘it doesn’t seem to
"
"2819",26661,"a great crash, as if a dish or kettle had been broken to pieces.
"
"2820",77613,"
"
"2821",21678,"‘Oh, PLEASE mind what you’re doing!’ cried Alice, jumping up and down in
"
"2822",84523,"However, it was over at last, and they sat down again in a ring, and
"
"2823",25462,"
"
